,car_model,year_of_manufacture,price,fuel,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,'price,'fuel,Unnamed: 0
351,alto k10,2014,3805.97,Petrol,321.0,291.0,261.0,231.0,,,,
352,sx4,2008,2910.45,Petrol,322.0,292.0,262.0,232.0,,,,
353,dzire,2014,8208.96,Diesel,323.0,293.0,263.0,233.0,,,,
354,omni,2012,1865.67,Petrol,324.0,294.0,264.0,234.0,,,,
355,ciaz,2014,11194.03,Petrol,325.0,295.0,265.0,235.0,,,,
356,ritz,2013,3955.22,Petrol,326.0,296.0,266.0,236.0,,,,
357,wagon r,2006,1567.16,Petrol,327.0,297.0,267.0,237.0,,,,
358,ertiga,2015,8656.72,Petrol,328.0,298.0,268.0,238.0,,,,
359,ciaz,2017,11567.16,Petrol,329.0,299.0,269.0,239.0,,,,
360,corolla altis,2016,21985.07,Diesel,330.0,300.0,270.0,240.0,,,,
361,etios gd,2015,7089.55,Diesel,331.0,301.0,271.0,241.0,,,,
362,innova,2017,34328.36,Diesel,332.0,302.0,272.0,242.0,,,,
363,innova,2015,18656.72,Diesel,333.0,303.0,273.0,243.0,,,,
364,innova,2005,5208.96,Diesel,334.0,304.0,274.0,244.0,,,,
365,camry,2006,3731.34,Petrol,335.0,305.0,275.0,245.0,,,,
366,land cruiser,2010,52238.81,Diesel,336.0,306.0,276.0,246.0,,,,
367,corolla altis,2012,8805.97,Petrol,337.0,307.0,277.0,247.0,,,,
368,etios liva,2013,5149.25,Petrol,338.0,308.0,278.0,248.0,,,,
369,etios g,2014,7089.55,Petrol,339.0,309.0,279.0,249.0,,,,
370,etios liva,2014,5895.52,Diesel,340.0,310.0,280.0,250.0,,,,
371,corolla altis,2011,6716.42,Diesel,341.0,311.0,281.0,251.0,,,,
372,corolla altis,2013,11119.4,Petrol,342.0,312.0,282.0,252.0,,,,
373,etios liva,2011,3955.22,Petrol,343.0,313.0,283.0,253.0,,,,
374,etios cross,2014,7313.43,Diesel,344.0,314.0,284.0,254.0,,,,
375,etios g,2015,5895.52,Petrol,345.0,315.0,285.0,255.0,,,,
376,corolla altis,2013,8208.96,Petrol,346.0,316.0,286.0,256.0,,,,
377,corolla,2004,2238.81,Petrol,347.0,317.0,287.0,257.0,,,,
378,corolla altis,2010,7835.82,Petrol,348.0,318.0,288.0,258.0,,,,
379,fortuner,2012,21641.79,Diesel,349.0,319.0,289.0,259.0,,,,
380,corolla altis,2013,10373.13,Petrol,350.0,320.0,290.0,260.0,,,,
381,etios cross,2015,6716.42,Petrol,351.0,321.0,291.0,261.0,,,,
382,fortuner,2014,27985.07,Diesel,352.0,322.0,292.0,262.0,,,,
383,fortuner,2015,35074.63,Diesel,353.0,323.0,293.0,263.0,,,,
384,fortuner,2017,49253.73,Diesel,354.0,324.0,294.0,264.0,,,,
385,etios liva,2014,7089.55,Diesel,355.0,325.0,295.0,265.0,,,,
386,innova,2017,29477.61,Petrol,356.0,326.0,296.0,266.0,,,,
387,fortuner,2010,13805.97,Diesel,357.0,327.0,297.0,267.0,,,,
388,corolla altis,2011,6492.54,Petrol,358.0,328.0,298.0,268.0,,,,
389,corolla altis,2016,21268.66,Petrol,359.0,329.0,299.0,269.0,,,,
390,ritz,2012,4626.87,Diesel,360.0,330.0,300.0,,,,,
391,ritz,2011,3507.46,Petrol,361.0,331.0,301.0,,,,,
392,swift,2014,7388.06,Diesel,362.0,332.0,302.0,,,,,
393,ertiga,2014,8955.22,Diesel,363.0,333.0,303.0,,,,,
394,dzire,2014,8208.96,Diesel,364.0,334.0,304.0,,,,,
395,sx4,2011,4402.99,CNG,365.0,335.0,305.0,,,,,
396,dzire,2015,6940.3,Petrol,366.0,336.0,306.0,,,,,
397,800,2003,522.39,Petrol,367.0,337.0,307.0,,,,,
398,alto k10,2016,4477.61,Petrol,368.0,338.0,308.0,,,,,
399,sx4,2003,3358.21,Petrol,369.0,339.0,309.0,,,,,
400,fortuner,2012,22238.81,Diesel,370.0,340.0,310.0,,,,,
401,fortuner,2015,34328.36,Diesel,371.0,341.0,311.0,,,,,
402,innova,2017,26865.67,Diesel,372.0,342.0,312.0,,,,,
403,fortuner,2013,23880.6,Diesel,373.0,343.0,313.0,,,,,
404,innova,2005,4104.48,Petrol,374.0,344.0,314.0,,,,,
405,corolla altis,2009,5373.13,Petrol,375.0,345.0,315.0,,,,,
406,etios cross,2015,6716.42,Petrol,376.0,346.0,316.0,,,,,
407,corolla altis,2010,7089.55,Petrol,377.0,347.0,317.0,,,,,
408,etios g,2014,6119.4,Petrol,378.0,348.0,318.0,,,,,
409,fortuner,2014,29835.82,Diesel,379.0,349.0,319.0,,,,,
410,baleno,2016,8731.34,Petrol,380.0,350.0,320.0,,,,,
411,alto k10,2014,3805.97,Petrol,381.0,351.0,321.0,,,,,
412,sx4,2008,2910.45,Petrol,382.0,352.0,322.0,,,,,
413,dzire,2014,8208.96,Diesel,383.0,353.0,323.0,,,,,
414,omni,2012,1865.67,Petrol,384.0,354.0,324.0,,,,,
415,ciaz,2014,11194.03,Petrol,385.0,355.0,325.0,,,,,
416,ritz,2013,3955.22,Petrol,386.0,356.0,326.0,,,,,
417,wagon r,2006,1567.16,Petrol,387.0,357.0,327.0,,,,,
418,ertiga,2015,8656.72,Petrol,388.0,358.0,328.0,,,,,
419,ciaz,2017,11567.16,Petrol,389.0,359.0,329.0,,,,,
420,corolla altis,2016,21985.07,Diesel,390.0,360.0,330.0,,,,,
421,etios gd,2015,7089.55,Diesel,391.0,361.0,331.0,,,,,
422,innova,2017,34328.36,Diesel,392.0,362.0,332.0,,,,,
423,innova,2015,18656.72,Diesel,393.0,363.0,333.0,,,,,
424,innova,2005,5208.96,Diesel,394.0,364.0,334.0,,,,,
425,camry,2006,3731.34,Petrol,395.0,365.0,335.0,,,,,
426,land cruiser,2010,52238.81,Diesel,396.0,366.0,336.0,,,,,
427,corolla altis,2012,8805.97,Petrol,397.0,367.0,337.0,,,,,
428,etios liva,2013,5149.25,Petrol,398.0,368.0,338.0,,,,,
429,etios g,2014,7089.55,Petrol,399.0,369.0,339.0,,,,,
430,etios liva,2014,5895.52,Diesel,400.0,370.0,340.0,,,,,
431,corolla altis,2011,6716.42,Diesel,401.0,371.0,341.0,,,,,
432,corolla altis,2013,11119.4,Petrol,402.0,372.0,342.0,,,,,
433,etios liva,2011,3955.22,Petrol,403.0,373.0,343.0,,,,,
434,etios cross,2014,7313.43,Diesel,404.0,374.0,344.0,,,,,
435,etios g,2015,5895.52,Petrol,405.0,375.0,345.0,,,,,
436,corolla altis,2013,8208.96,Petrol,406.0,376.0,346.0,,,,,
437,corolla,2004,2238.81,Petrol,407.0,377.0,347.0,,,,,
438,corolla altis,2010,7835.82,Petrol,408.0,378.0,348.0,,,,,
439,fortuner,2012,21641.79,Diesel,409.0,379.0,349.0,,,,,
440,corolla altis,2013,10373.13,Petrol,410.0,380.0,350.0,,,,,
441,etios cross,2015,6716.42,Petrol,411.0,381.0,351.0,,,,,
442,fortuner,2014,27985.07,Diesel,412.0,382.0,352.0,,,,,
443,fortuner,2015,35074.63,Diesel,413.0,383.0,353.0,,,,,
444,fortuner,2017,49253.73,Diesel,414.0,384.0,354.0,,,,,
445,etios liva,2014,7089.55,Diesel,415.0,385.0,355.0,,,,,
446,innova,2017,29477.61,Petrol,416.0,386.0,356.0,,,,,
447,fortuner,2010,13805.97,Diesel,417.0,387.0,357.0,,,,,
448,corolla altis,2011,6492.54,Petrol,418.0,388.0,358.0,,,,,
449,corolla altis,2016,21268.66,Petrol,419.0,389.0,359.0,,,,,
450,ritz,2012,4626.87,Diesel,420.0,390.0,,,,,,
451,ritz,2011,3507.46,Petrol,421.0,391.0,,,,,,
452,swift,2014,7388.06,Diesel,422.0,392.0,,,,,,
453,ertiga,2014,8955.22,Diesel,423.0,393.0,,,,,,
454,dzire,2014,8208.96,Diesel,424.0,394.0,,,,,,
455,sx4,2011,4402.99,CNG,425.0,395.0,,,,,,
456,dzire,2015,6940.3,Petrol,426.0,396.0,,,,,,
457,800,2003,522.39,Petrol,427.0,397.0,,,,,,
458,alto k10,2016,4477.61,Petrol,428.0,398.0,,,,,,
459,sx4,2003,3358.21,Petrol,429.0,399.0,,,,,,
460,fortuner,2012,22238.81,Diesel,430.0,400.0,,,,,,
461,fortuner,2015,34328.36,Diesel,431.0,401.0,,,,,,
462,innova,2017,26865.67,Diesel,432.0,402.0,,,,,,
463,fortuner,2013,23880.6,Diesel,433.0,403.0,,,,,,
464,innova,2005,4104.48,Petrol,434.0,404.0,,,,,,
465,corolla altis,2009,5373.13,Petrol,435.0,405.0,,,,,,
466,etios cross,2015,6716.42,Petrol,436.0,406.0,,,,,,
467,corolla altis,2010,7089.55,Petrol,437.0,407.0,,,,,,
468,etios g,2014,6119.4,Petrol,438.0,408.0,,,,,,
469,fortuner,2014,29835.82,Diesel,439.0,409.0,,,,,,
470,baleno,2016,8731.34,Petrol,440.0,410.0,,,,,,
471,alto k10,2014,3805.97,Petrol,441.0,411.0,,,,,,
472,sx4,2008,2910.45,Petrol,442.0,412.0,,,,,,
473,dzire,2014,8208.96,Diesel,443.0,413.0,,,,,,
474,omni,2012,1865.67,Petrol,444.0,414.0,,,,,,
475,ciaz,2014,11194.03,Petrol,445.0,415.0,,,,,,
476,ritz,2013,3955.22,Petrol,446.0,416.0,,,,,,
477,wagon r,2006,1567.16,Petrol,447.0,417.0,,,,,,
478,ertiga,2015,8656.72,Petrol,448.0,418.0,,,,,,
479,ciaz,2017,11567.16,Petrol,449.0,419.0,,,,,,
480,corolla altis,2016,21985.07,Diesel,450.0,420.0,,,,,,
481,etios gd,2015,7089.55,Diesel,451.0,421.0,,,,,,
482,innova,2017,34328.36,Diesel,452.0,422.0,,,,,,
483,innova,2015,18656.72,Diesel,453.0,423.0,,,,,,
484,innova,2005,5208.96,Diesel,454.0,424.0,,,,,,
485,camry,2006,3731.34,Petrol,455.0,425.0,,,,,,
486,land cruiser,2010,52238.81,Diesel,456.0,426.0,,,,,,
487,corolla altis,2012,8805.97,Petrol,457.0,427.0,,,,,,
488,etios liva,2013,5149.25,Petrol,458.0,428.0,,,,,,
489,etios g,2014,7089.55,Petrol,459.0,429.0,,,,,,
490,etios liva,2014,5895.52,Diesel,460.0,430.0,,,,,,
491,corolla altis,2011,6716.42,Diesel,461.0,431.0,,,,,,
492,corolla altis,2013,11119.4,Petrol,462.0,432.0,,,,,,
493,etios liva,2011,3955.22,Petrol,463.0,433.0,,,,,,
494,etios cross,2014,7313.43,Diesel,464.0,434.0,,,,,,
495,etios g,2015,5895.52,Petrol,465.0,435.0,,,,,,
496,corolla altis,2013,8208.96,Petrol,466.0,436.0,,,,,,
497,corolla,2004,2238.81,Petrol,467.0,437.0,,,,,,
498,corolla altis,2010,7835.82,Petrol,468.0,438.0,,,,,,
499,fortuner,2012,21641.79,Diesel,469.0,439.0,,,,,,
500,corolla altis,2013,10373.13,Petrol,470.0,440.0,,,,,,
501,etios cross,2015,6716.42,Petrol,471.0,441.0,,,,,,
502,fortuner,2014,27985.07,Diesel,472.0,442.0,,,,,,
503,fortuner,2015,35074.63,Diesel,473.0,443.0,,,,,,
504,fortuner,2017,49253.73,Diesel,474.0,444.0,,,,,,
505,etios liva,2014,7089.55,Diesel,475.0,445.0,,,,,,
506,innova,2017,29477.61,Petrol,476.0,446.0,,,,,,
507,fortuner,2010,13805.97,Diesel,477.0,447.0,,,,,,
508,corolla altis,2011,6492.54,Petrol,478.0,448.0,,,,,,
509,corolla altis,2016,21268.66,Petrol,479.0,449.0,,,,,,
510,ritz,2012,4626.87,Diesel,480.0,,,,,,,
511,ritz,2011,3507.46,Petrol,481.0,,,,,,,
512,swift,2014,7388.06,Diesel,482.0,,,,,,,
513,ertiga,2014,8955.22,Diesel,483.0,,,,,,,
514,dzire,2014,8208.96,Diesel,484.0,,,,,,,
515,sx4,2011,4402.99,CNG,485.0,,,,,,,
516,dzire,2015,6940.3,Petrol,486.0,,,,,,,
517,800,2003,522.39,Petrol,487.0,,,,,,,
518,alto k10,2016,4477.61,Petrol,488.0,,,,,,,
519,sx4,2003,3358.21,Petrol,489.0,,,,,,,
520,fortuner,2012,22238.81,Diesel,490.0,,,,,,,
521,fortuner,2015,34328.36,Diesel,491.0,,,,,,,
522,innova,2017,26865.67,Diesel,492.0,,,,,,,
523,fortuner,2013,23880.6,Diesel,493.0,,,,,,,
524,innova,2005,4104.48,Petrol,494.0,,,,,,,
525,corolla altis,2009,5373.13,Petrol,495.0,,,,,,,
526,etios cross,2015,6716.42,Petrol,496.0,,,,,,,
527,corolla altis,2010,7089.55,Petrol,497.0,,,,,,,
528,etios g,2014,6119.4,Petrol,498.0,,,,,,,
529,fortuner,2014,29835.82,Diesel,499.0,,,,,,,
530,baleno,2016,8731.34,Petrol,500.0,,,,,,,
531,alto k10,2014,3805.97,Petrol,501.0,,,,,,,
532,sx4,2008,2910.45,Petrol,502.0,,,,,,,
533,dzire,2014,8208.96,Diesel,503.0,,,,,,,
534,omni,2012,1865.67,Petrol,504.0,,,,,,,
535,ciaz,2014,11194.03,Petrol,505.0,,,,,,,
536,ritz,2013,3955.22,Petrol,506.0,,,,,,,
537,wagon r,2006,1567.16,Petrol,507.0,,,,,,,
538,ertiga,2015,8656.72,Petrol,508.0,,,,,,,
539,ciaz,2017,11567.16,Petrol,509.0,,,,,,,
540,corolla altis,2016,21985.07,Diesel,510.0,,,,,,,
541,etios gd,2015,7089.55,Diesel,511.0,,,,,,,
542,innova,2017,34328.36,Diesel,512.0,,,,,,,
543,innova,2015,18656.72,Diesel,513.0,,,,,,,
544,innova,2005,5208.96,Diesel,514.0,,,,,,,
545,camry,2006,3731.34,Petrol,515.0,,,,,,,
546,land cruiser,2010,52238.81,Diesel,516.0,,,,,,,
547,corolla altis,2012,8805.97,Petrol,517.0,,,,,,,
548,etios liva,2013,5149.25,Petrol,518.0,,,,,,,
549,etios g,2014,7089.55,Petrol,519.0,,,,,,,
550,etios liva,2014,5895.52,Diesel,520.0,,,,,,,
551,corolla altis,2011,6716.42,Diesel,521.0,,,,,,,
552,corolla altis,2013,11119.4,Petrol,522.0,,,,,,,
553,etios liva,2011,3955.22,Petrol,523.0,,,,,,,
554,etios cross,2014,7313.43,Diesel,524.0,,,,,,,
555,etios g,2015,5895.52,Petrol,525.0,,,,,,,
556,corolla altis,2013,8208.96,Petrol,526.0,,,,,,,
557,corolla,2004,2238.81,Petrol,527.0,,,,,,,
558,corolla altis,2010,7835.82,Petrol,528.0,,,,,,,
559,fortuner,2012,21641.79,Diesel,529.0,,,,,,,
560,corolla altis,2013,10373.13,Petrol,530.0,,,,,,,
561,etios cross,2015,6716.42,Petrol,531.0,,,,,,,
562,fortuner,2014,27985.07,Diesel,532.0,,,,,,,
563,fortuner,2015,35074.63,Diesel,533.0,,,,,,,
564,fortuner,2017,49253.73,Diesel,534.0,,,,,,,
565,etios liva,2014,7089.55,Diesel,535.0,,,,,,,
566,innova,2017,29477.61,Petrol,536.0,,,,,,,
567,fortuner,2010,13805.97,Diesel,537.0,,,,,,,
568,corolla altis,2011,6492.54,Petrol,538.0,,,,,,,
569,corolla altis,2016,21268.66,Petrol,539.0,,,,,,,
570,ritz,2012,4626.87,Diesel,,,,,,,,
571,ritz,2011,3507.46,Petrol,,,,,,,,
572,swift,2014,7388.06,Diesel,,,,,,,,
573,ertiga,2014,8955.22,Diesel,,,,,,,,
574,dzire,2014,8208.96,Diesel,,,,,,,,
575,sx4,2011,4402.99,CNG,,,,,,,,
576,dzire,2015,6940.3,Petrol,,,,,,,,
577,800,2003,522.39,Petrol,,,,,,,,
578,alto k10,2016,4477.61,Petrol,,,,,,,,
579,sx4,2003,3358.21,Petrol,,,,,,,,
580,fortuner,2012,22238.81,Diesel,,,,,,,,
581,fortuner,2015,34328.36,Diesel,,,,,,,,
582,innova,2017,26865.67,Diesel,,,,,,,,
583,fortuner,2013,23880.6,Diesel,,,,,,,,
584,innova,2005,4104.48,Petrol,,,,,,,,
585,corolla altis,2009,5373.13,Petrol,,,,,,,,
586,etios cross,2015,6716.42,Petrol,,,,,,,,
587,corolla altis,2010,7089.55,Petrol,,,,,,,,
588,etios g,2014,6119.4,Petrol,,,,,,,,
589,fortuner,2014,29835.82,Diesel,,,,,,,,
590,baleno,2016,8731.34,Petrol,,,,,,,,
591,alto k10,2014,3805.97,Petrol,,,,,,,,
592,sx4,2008,2910.45,Petrol,,,,,,,,
593,dzire,2014,8208.96,Diesel,,,,,,,,
594,omni,2012,1865.67,Petrol,,,,,,,,
595,ciaz,2014,11194.03,Petrol,,,,,,,,
596,ritz,2013,3955.22,Petrol,,,,,,,,
597,wagon r,2006,1567.16,Petrol,,,,,,,,
598,ertiga,2015,8656.72,Petrol,,,,,,,,
599,ciaz,2017,11567.16,Petrol,,,,,,,,
600,corolla altis,2016,21985.07,Diesel,,,,,,,,
601,etios gd,2015,7089.55,Diesel,,,,,,,,
602,innova,2017,34328.36,Diesel,,,,,,,,
603,innova,2015,18656.72,Diesel,,,,,,,,
604,innova,2005,5208.96,Diesel,,,,,,,,
605,camry,2006,3731.34,Petrol,,,,,,,,
606,land cruiser,2010,52238.81,Diesel,,,,,,,,
607,corolla altis,2012,8805.97,Petrol,,,,,,,,
608,etios liva,2013,5149.25,Petrol,,,,,,,,
609,etios g,2014,7089.55,Petrol,,,,,,,,
610,etios liva,2014,5895.52,Diesel,,,,,,,,
611,corolla altis,2011,6716.42,Diesel,,,,,,,,
612,corolla altis,2013,11119.4,Petrol,,,,,,,,
613,etios liva,2011,3955.22,Petrol,,,,,,,,
614,etios cross,2014,7313.43,Diesel,,,,,,,,
615,etios g,2015,5895.52,Petrol,,,,,,,,
616,corolla altis,2013,8208.96,Petrol,,,,,,,,
617,corolla,2004,2238.81,Petrol,,,,,,,,
618,corolla altis,2010,7835.82,Petrol,,,,,,,,
619,fortuner,2012,21641.79,Diesel,,,,,,,,
620,corolla altis,2013,10373.13,Petrol,,,,,,,,
621,etios cross,2015,6716.42,Petrol,,,,,,,,
622,fortuner,2014,27985.07,Diesel,,,,,,,,
623,fortuner,2015,35074.63,Diesel,,,,,,,,
624,fortuner,2017,49253.73,Diesel,,,,,,,,
625,etios liva,2014,7089.55,Diesel,,,,,,,,
626,innova,2017,29477.61,Petrol,,,,,,,,
627,fortuner,2010,13805.97,Diesel,,,,,,,,
628,corolla altis,2011,6492.54,Petrol,,,,,,,,
629,corolla altis,2016,21268.66,Petrol,,,,,,,,
